tourney_name,surface,draw_size,tourney_level,best_of,winner_name,winner_age,loser_name,loser_age,Year
Brisbane,Hard,28,A,3,Jarkko Nieminen,32.4,James Duckworth,21.9,2014
Brisbane,Hard,28,A,3,Marinko Matosevic,28.3,Julien Benneteau,32.0,2014
Brisbane,Hard,28,A,3,Sam Querrey,26.2,Dmitry Tursunov,31.0,2014
Brisbane,Hard,28,A,3,Sam Groth,26.1,Ryan Harrison,21.6,2014
Brisbane,Hard,28,A,3,Nicolas Mahut,31.9,Igor Sijsling,26.3,2014
Brisbane,Hard,28,A,3,Jeremy Chardy,26.8,Adrian Mannarino,25.5,2014
Brisbane,Hard,28,A,3,Feliciano Lopez,32.2,Mikhail Kukushkin,26.0,2014
Brisbane,Hard,28,A,3,Lleyton Hewitt,32.8,Thanasi Kokkinakis,17.7,2014
Brisbane,Hard,28,A,3,Marius Copil,23.2,Yuichi Sugita,25.2,2014
Brisbane,Hard,28,A,3,Grigor Dimitrov,22.6,Robin Haase,26.7,2014
Brisbane,Hard,28,A,3,Marin Cilic,25.2,Denis Istomin,27.3,2014
Brisbane,Hard,28,A,3,Matthew Ebden,26.0,Alex Kuznetsov,26.8,2014
Brisbane,Hard,28,A,3,Roger Federer,32.3,Jarkko Nieminen,32.4,2014
Brisbane,Hard,28,A,3,Marinko Matosevic,28.3,Sam Querrey,26.2,2014
Brisbane,Hard,28,A,3,Sam Groth,26.1,Pierre Hugues Herbert,22.7,2014
Brisbane,Hard,28,A,3,Jeremy Chardy,26.8,Nicolas Mahut,31.9,2014
Brisbane,Hard,28,A,3,Lleyton Hewitt,32.8,Feliciano Lopez,32.2,2014
Brisbane,Hard,28,A,3,Marius Copil,23.2,Gilles Simon,29.0,2014
Brisbane,Hard,28,A,3,Marin Cilic,25.2,Grigor Dimitrov,22.6,2014
Brisbane,Hard,28,A,3,Kei Nishikori,24.0,Matthew Ebden,26.0,2014
Brisbane,Hard,28,A,3,Roger Federer,32.3,Marinko Matosevic,28.3,2014
Brisbane,Hard,28,A,3,Jeremy Chardy,26.8,Sam Groth,26.1,2014
Brisbane,Hard,28,A,3,Lleyton Hewitt,32.8,Marius Copil,23.2,2014
Brisbane,Hard,28,A,3,Kei Nishikori,24.0,Marin Cilic,25.2,2014
Brisbane,Hard,28,A,3,Roger Federer,32.3,Jeremy Chardy,26.8,2014
Brisbane,Hard,28,A,3,Lleyton Hewitt,32.8,Kei Nishikori,24.0,2014
Brisbane,Hard,28,A,3,Lleyton Hewitt,32.8,Roger Federer,32.3,2014
Chennai,Hard,28,A,3,Benjamin Becker,32.5,Julian Reister,27.7,2014
Chennai,Hard,28,A,3,Aljaz Bedene,24.4,Henri Laaksonen,21.7,2014
Chennai,Hard,28,A,3,Alexander Kudryavtsev,28.1,Roberto Bautista Agut,25.7,2014
Chennai,Hard,28,A,3,Yuki Bhambri,21.4,Pablo Carreno Busta,22.4,2014
Chennai,Hard,28,A,3,Yen Hsun Lu,30.3,Tim Smyczek,26.0,2014
Chennai,Hard,28,A,3,Vasek Pospisil,23.5,Kyle Edmund,18.9,2014
Chennai,Hard,28,A,3,Marcel Granollers,27.7,Radu Albot,24.1,2014
Chennai,Hard,28,A,3,Ramkumar Ramanathan,19.1,Somdev Devvarman,28.8,2014
Chennai,Hard,28,A,3,Guillermo Garcia Lopez,30.5,Aleksandr Nedovyesov,26.8,2014
Chennai,Hard,28,A,3,Edouard Roger Vasselin,30.0,Albert Ramos,25.9,2014
Chennai,Hard,28,A,3,Jiri Vesely,20.4,Jeevan Nedunchezhiyan,25.1,2014
Chennai,Hard,28,A,3,Dudi Sela,28.7,Lukas Lacko,26.1,2014
Chennai,Hard,28,A,3,Stan Wawrinka,28.7,Benjamin Becker,32.5,2014
Chennai,Hard,28,A,3,Aljaz Bedene,24.4,Alexander Kudryavtsev,28.1,2014
Chennai,Hard,28,A,3,Yuki Bhambri,21.4,Fabio Fognini,26.6,2014
Chennai,Hard,28,A,3,Vasek Pospisil,23.5,Yen Hsun Lu,30.3,2014
Chennai,Hard,28,A,3,Marcel Granollers,27.7,Ramkumar Ramanathan,19.1,2014
Chennai,Hard,28,A,3,Benoit Paire,24.6,Guillermo Garcia Lopez,30.5,2014
Chennai,Hard,28,A,3,Edouard Roger Vasselin,30.0,Jiri Vesely,20.4,2014
Chennai,Hard,28,A,3,Dudi Sela,28.7,Mikhail Youzhny,31.5,2014
Chennai,Hard,28,A,3,Stan Wawrinka,28.7,Aljaz Bedene,24.4,2014
Chennai,Hard,28,A,3,Vasek Pospisil,23.5,Yuki Bhambri,21.4,2014
Chennai,Hard,28,A,3,Marcel Granollers,27.7,Benoit Paire,24.6,2014
Chennai,Hard,28,A,3,Edouard Roger Vasselin,30.0,Dudi Sela,28.7,2014
Chennai,Hard,28,A,3,Stan Wawrinka,28.7,Vasek Pospisil,23.5,2014
Chennai,Hard,28,A,3,Edouard Roger Vasselin,30.0,Marcel Granollers,27.7,2014
Chennai,Hard,28,A,3,Stan Wawrinka,28.7,Edouard Roger Vasselin,30.0,2014
Doha,Hard,32,A,3,Rafael Nadal,27.5,Lukas Rosol,28.4,2014
Doha,Hard,32,A,3,Tobias Kamke,27.6,Malek Jaziri,29.9,2014
Doha,Hard,32,A,3,Lukasz Kubot,31.6,Daniel Gimeno Traver,28.3,2014
Doha,Hard,32,A,3,Ernests Gulbis,25.3,Daniel Evans,23.6,2014
Doha,Hard,32,A,3,Ivo Karlovic,34.8,Tomas Berdych,28.2,2014
Doha,Hard,32,A,3,Dustin Brown,29.0,Ivan Dodig,28.9,2014
Doha,Hard,32,A,3,Peter Gojowczyk,24.4,Dominic Thiem,20.3,2014
Doha,Hard,32,A,3,Philipp Kohlschreiber,30.2,Pablo Andujar,27.9,2014
Doha,Hard,32,A,3,Fernando Verdasco,30.1,Filippo Volandri,32.3,2014
Doha,Hard,32,A,3,Victor Hanescu,32.4,Joao Sousa,24.7,2014
Doha,Hard,32,A,3,Florian Mayer,30.2,Michal Przysiezny,29.8,2014
Doha,Hard,32,A,3,Andy Murray,26.6,Mousa Shanan Zayed,19.8,2014
Doha,Hard,32,A,3,Richard Gasquet,27.5,Karim Hossam,19.7,2014
Doha,Hard,32,A,3,Gael Monfils,27.3,Santiago Giraldo,26.0,2014
Doha,Hard,32,A,3,Daniel Brands,26.4,Nikolay Davydenko,32.5,2014
Doha,Hard,32,A,3,David Ferrer,31.7,Alexandr Dolgopolov,25.1,2014
Doha,Hard,32,A,3,Rafael Nadal,27.5,Tobias Kamke,27.6,2014
Doha,Hard,32,A,3,Ernests Gulbis,25.3,Lukasz Kubot,31.6,2014
Doha,Hard,32,A,3,Dustin Brown,29.0,Ivo Karlovic,34.8,2014
Doha,Hard,32,A,3,Peter Gojowczyk,24.4,Philipp Kohlschreiber,30.2,2014
Doha,Hard,32,A,3,Victor Hanescu,32.4,Fernando Verdasco,30.1,2014
Doha,Hard,32,A,3,Florian Mayer,30.2,Andy Murray,26.6,2014
Doha,Hard,32,A,3,Gael Monfils,27.3,Richard Gasquet,27.5,2014
Doha,Hard,32,A,3,Daniel Brands,26.4,David Ferrer,31.7,2014
Doha,Hard,32,A,3,Rafael Nadal,27.5,Ernests Gulbis,25.3,2014
Doha,Hard,32,A,3,Peter Gojowczyk,24.4,Dustin Brown,29.0,2014
Doha,Hard,32,A,3,Florian Mayer,30.2,Victor Hanescu,32.4,2014
Doha,Hard,32,A,3,Gael Monfils,27.3,Daniel Brands,26.4,2014
Doha,Hard,32,A,3,Rafael Nadal,27.5,Peter Gojowczyk,24.4,2014
Doha,Hard,32,A,3,Gael Monfils,27.3,Florian Mayer,30.2,2014
Doha,Hard,32,A,3,Rafael Nadal,27.5,Gael Monfils,27.3,2014
Auckland,Hard,28,A,3,Donald Young,24.4,Federico Delbonis,23.2,2014
Auckland,Hard,28,A,3,Santiago Giraldo,26.1,Albert Montanes,33.1,2014
Auckland,Hard,28,A,3,Guillermo Garcia Lopez,30.5,Robin Haase,26.7,2014
Auckland,Hard,28,A,3,Steve Johnson,24.0,Marcos Baghdatis,28.5,2014
Auckland,Hard,28,A,3,Yen Hsun Lu,30.3,Igor Sijsling,26.3,2014
Auckland,Hard,28,A,3,Bradley Klahn,23.3,Daniel Brands,26.4,2014
Auckland,Hard,28,A,3,Philipp Kohlschreiber,30.2,Pablo Carreno Busta,22.4,2014
Auckland,Hard,28,A,3,Horacio Zeballos,28.6,Filippo Volandri,32.3,2014
Auckland,Hard,28,A,3,Lukas Lacko,26.1,Jose Rubin Statham,26.7,2014
Auckland,Hard,28,A,3,Benoit Paire,24.6,Michal Przysiezny,29.8,2014
Auckland,Hard,28,A,3,Roberto Bautista Agut,25.7,Daniel Gimeno Traver,28.4,2014
Auckland,Hard,28,A,3,Jack Sock,21.2,Adrian Mannarino,25.5,2014
Auckland,Hard,28,A,3,David Ferrer,31.7,Donald Young,24.4,2014
Auckland,Hard,28,A,3,Guillermo Garcia Lopez,30.5,Santiago Giraldo,26.1,2014
Auckland,Hard,28,A,3,Steve Johnson,24.0,Kevin Anderson,27.6,2014
Auckland,Hard,28,A,3,Yen Hsun Lu,30.3,Bradley Klahn,23.3,2014
Auckland,Hard,28,A,3,Philipp Kohlschreiber,30.2,Horacio Zeballos,28.6,2014
Auckland,Hard,28,A,3,John Isner,28.6,Lukas Lacko,26.1,2014
Auckland,Hard,28,A,3,Roberto Bautista Agut,25.7,Benoit Paire,24.6,2014
Auckland,Hard,28,A,3,Jack Sock,21.2,Tommy Haas,35.7,2014
Auckland,Hard,28,A,3,David Ferrer,31.7,Guillermo Garcia Lopez,30.5,2014
Auckland,Hard,28,A,3,Yen Hsun Lu,30.3,Steve Johnson,24.0,2014
Auckland,Hard,28,A,3,John Isner,28.6,Philipp Kohlschreiber,30.2,2014
Auckland,Hard,28,A,3,Roberto Bautista Agut,25.7,Jack Sock,21.2,2014
Auckland,Hard,28,A,3,Yen Hsun Lu,30.3,David Ferrer,31.7,2014
Auckland,Hard,28,A,3,John Isner,28.6,Roberto Bautista Agut,25.7,2014
Auckland,Hard,28,A,3,John Isner,28.6,Yen Hsun Lu,30.3,2014
Sydney,Hard,28,A,3,Nicolas Mahut,31.9,Ryan Harrison,21.6,2014
Sydney,Hard,28,A,3,Radek Stepanek,35.1,Sam Groth,26.2,2014
Sydney,Hard,28,A,3,Albert Ramos,25.9,Sam Querrey,26.2,2014
Sydney,Hard,28,A,3,Lukas Rosol,28.4,Joao Sousa,24.7,2014
Sydney,Hard,28,A,3,Denis Istomin,27.3,Pablo Andujar,27.9,2014
Sydney,Hard,28,A,3,Marin Cilic,25.2,Jan Lennard Struff,23.7,2014
Sydney,Hard,28,A,3,Julien Benneteau,32.0,Matthew Ebden,26.1,2014
Sydney,Hard,28,A,3,Sergiy Stakhovsky,28.0,Carlos Berlocq,30.9,2014
Sydney,Hard,28,A,3,Marinko Matosevic,28.4,Florian Mayer,30.2,2014
Sydney,Hard,28,A,3,Bernard Tomic,21.2,Marcel Granollers,27.7,2014
Sydney,Hard,28,A,3,Blaz Kavcic,26.8,Jarkko Nieminen,32.4,2014
Sydney,Hard,28,A,3,Alexandr Dolgopolov,25.1,Edouard Roger Vasselin,30.1,2014
Sydney,Hard,28,A,3,Juan Martin del Potro,25.2,Nicolas Mahut,31.9,2014
Sydney,Hard,28,A,3,Radek Stepanek,35.1,Albert Ramos,25.9,2014
Sydney,Hard,28,A,3,Dmitry Tursunov,31.0,Lukas Rosol,28.4,2014
Sydney,Hard,28,A,3,Denis Istomin,27.3,Marin Cilic,25.2,2014
Sydney,Hard,28,A,3,Sergiy Stakhovsky,28.0,Julien Benneteau,32.0,2014
Sydney,Hard,28,A,3,Marinko Matosevic,28.4,Andreas Seppi,29.8,2014
Sydney,Hard,28,A,3,Bernard Tomic,21.2,Blaz Kavcic,26.8,2014
Sydney,Hard,28,A,3,Alexandr Dolgopolov,25.1,Jerzy Janowicz,23.1,2014
Sydney,Hard,28,A,3,Juan Martin del Potro,25.2,Radek Stepanek,35.1,2014
Sydney,Hard,28,A,3,Dmitry Tursunov,31.0,Denis Istomin,27.3,2014
Sydney,Hard,28,A,3,Sergiy Stakhovsky,28.0,Marinko Matosevic,28.4,2014
Sydney,Hard,28,A,3,Bernard Tomic,21.2,Alexandr Dolgopolov,25.1,2014
Sydney,Hard,28,A,3,Juan Martin del Potro,25.2,Dmitry Tursunov,31.0,2014
Sydney,Hard,28,A,3,Bernard Tomic,21.2,Sergiy Stakhovsky,28.0,2014
Sydney,Hard,28,A,3,Juan Martin del Potro,25.2,Bernard Tomic,21.2,2014
Australian Open,Hard,128,G,5,Rafael Nadal,27.6,Bernard Tomic,21.2,2014
Australian Open,Hard,128,G,5,Thanasi Kokkinakis,17.7,Igor Sijsling,26.4,2014
Australian Open,Hard,128,G,5,Jack Sock,21.3,Tobias Kamke,27.6,2014
Australian Open,Hard,128,G,5,Gael Monfils,27.3,Ryan Harrison,21.6,2014
Australian Open,Hard,128,G,5,Andreas Seppi,29.8,Lleyton Hewitt,32.8,2014
Australian Open,Hard,128,G,5,Donald Young,24.4,Robin Haase,26.7,2014
Australian Open,Hard,128,G,5,Dusan Lajovic,23.5,Lucas Pouille,19.8,2014
Australian Open,Hard,128,G,5,Kei Nishikori,24.0,Marinko Matosevic,28.4,2014
Australian Open,Hard,128,G,5,Milos Raonic,23.0,Daniel Gimeno Traver,28.4,2014
Australian Open,Hard,128,G,5,Victor Hanescu,32.4,Peter Gojowczyk,24.4,2014
Australian Open,Hard,128,G,5,Yen Hsun Lu,30.4,Jimmy Wang,28.9,2014
Australian Open,Hard,128,G,5,Grigor Dimitrov,22.6,Bradley Klahn,23.4,2014
Australian Open,Hard,128,G,5,Benoit Paire,24.6,Frank Dancevic,29.2,2014
Australian Open,Hard,128,G,5,Nick Kyrgios,18.7,Benjamin Becker,32.5,2014
Australian Open,Hard,128,G,5,Roberto Bautista Agut,25.7,Tim Smyczek,26.0,2014
Australian Open,Hard,128,G,5,Juan Martin del Potro,25.3,Rhyne Williams,22.8,2014
Australian Open,Hard,128,G,5,Andy Murray,26.6,Go Soeda,29.3,2014
Australian Open,Hard,128,G,5,Vincent Millot,27.9,Wayne Odesnik,28.1,2014
Australian Open,Hard,128,G,5,Michael Berrer,33.5,Michael Llodra,33.6,2014
Australian Open,Hard,128,G,5,Feliciano Lopez,32.3,Somdev Devvarman,28.9,2014
Australian Open,Hard,128,G,5,Stephane Robert,33.6,Aljaz Bedene,24.4,2014
Australian Open,Hard,128,G,5,Michal Przysiezny,29.9,Horacio Zeballos,28.7,2014
Australian Open,Hard,128,G,5,Blaz Rola,23.2,Federico Delbonis,23.2,2014
Australian Open,Hard,128,G,5,Martin Klizan,24.5,John Isner,28.7,2014
Australian Open,Hard,128,G,5,Jo-Wilfried Tsonga,28.7,Filippo Volandri,32.3,2014
Australian Open,Hard,128,G,5,Thomaz Bellucci,26.0,Julian Reister,27.7,2014
Australian Open,Hard,128,G,5,Marin Cilic,25.2,Marcel Granollers,27.7,2014
Australian Open,Hard,128,G,5,Gilles Simon,29.0,Daniel Brands,26.4,2014
Australian Open,Hard,128,G,5,Fernando Verdasco,30.1,Ze Zhang,23.5,2014
Australian Open,Hard,128,G,5,Teymuraz Gabashvili,28.6,Sergiy Stakhovsky,28.0,2014
Australian Open,Hard,128,G,5,Blaz Kavcic,26.8,Radek Stepanek,35.1,2014
Australian Open,Hard,128,G,5,Roger Federer,32.4,James Duckworth,21.9,2014
Australian Open,Hard,128,G,5,Tomas Berdych,28.3,Aleksandr Nedovyesov,26.9,2014
Australian Open,Hard,128,G,5,Kenny De Schepper,26.6,Di Wu,22.3,2014
Australian Open,Hard,128,G,5,Damir Dzumhur,21.6,Jan Hajek,30.4,2014
Australian Open,Hard,128,G,5,Ivan Dodig,29.0,Ivo Karlovic,34.8,2014
Australian Open,Hard,128,G,5,Kevin Anderson,27.6,Jiri Vesely,20.5,2014
Australian Open,Hard,128,G,5,Dominic Thiem,20.3,Joao Sousa,24.7,2014
Australian Open,Hard,128,G,5,Edouard Roger Vasselin,30.1,Carlos Berlocq,30.9,2014
Australian Open,Hard,128,G,5,Guillermo Garcia Lopez,30.6,Tommy Haas,35.7,2014
Australian Open,Hard,128,G,5,Mikhail Youzhny,31.5,Jan Lennard Struff,23.7,2014
Australian Open,Hard,128,G,5,Florian Mayer,30.2,Denis Kudla,21.4,2014
Australian Open,Hard,128,G,5,Pablo Andujar,27.9,Albert Ramos,25.9,2014
Australian Open,Hard,128,G,5,Jerzy Janowicz,23.1,Jordan Thompson,19.7,2014
Australian Open,Hard,128,G,5,Jeremy Chardy,26.9,Jesse Huta Galung,28.2,2014
Australian Open,Hard,128,G,5,Alexandr Dolgopolov,25.1,Ricardas Berankis,23.5,2014
Australian Open,Hard,128,G,5,Adrian Mannarino,25.5,Steve Johnson,24.0,2014
Australian Open,Hard,128,G,5,David Ferrer,31.7,Alejandro Gonzalez,24.9,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Andrey Golubev,26.4,2014
Australian Open,Hard,128,G,5,Alejandro Falla,30.1,Mikhail Kukushkin,26.0,2014
Australian Open,Hard,128,G,5,Matthew Ebden,26.1,Nicolas Mahut,31.9,2014
Australian Open,Hard,128,G,5,Vasek Pospisil,23.5,Sam Groth,26.2,2014
Australian Open,Hard,128,G,5,Tommy Robredo,31.7,Lukas Rosol,28.4,2014
Australian Open,Hard,128,G,5,Julien Benneteau,32.0,Pablo Carreno Busta,22.5,2014
Australian Open,Hard,128,G,5,Nikolay Davydenko,32.6,Lukasz Kubot,31.6,2014
Australian Open,Hard,128,G,5,Richard Gasquet,27.5,David Guez,31.0,2014
Australian Open,Hard,128,G,5,Fabio Fognini,26.6,Alex Bogomolov Jr,30.7,2014
Australian Open,Hard,128,G,5,Jarkko Nieminen,32.4,Dudi Sela,28.7,2014
Australian Open,Hard,128,G,5,Sam Querrey,26.2,Santiago Giraldo,26.1,2014
Australian Open,Hard,128,G,5,Ernests Gulbis,25.3,Juan Monaco,29.7,2014
Australian Open,Hard,128,G,5,Dmitry Tursunov,31.0,Michael Russell,35.7,2014
Australian Open,Hard,128,G,5,Denis Istomin,27.3,Marcos Baghdatis,28.5,2014
Australian Open,Hard,128,G,5,Leonardo Mayer,26.6,Albert Montanes,33.1,2014
Australian Open,Hard,128,G,5,Novak Djokovic,26.6,Lukas Lacko,26.1,2014
Australian Open,Hard,128,G,5,Rafael Nadal,27.6,Thanasi Kokkinakis,17.7,2014
Australian Open,Hard,128,G,5,Gael Monfils,27.3,Jack Sock,21.3,2014
Australian Open,Hard,128,G,5,Donald Young,24.4,Andreas Seppi,29.8,2014
Australian Open,Hard,128,G,5,Kei Nishikori,24.0,Dusan Lajovic,23.5,2014
Australian Open,Hard,128,G,5,Milos Raonic,23.0,Victor Hanescu,32.4,2014
Australian Open,Hard,128,G,5,Grigor Dimitrov,22.6,Yen Hsun Lu,30.4,2014
Australian Open,Hard,128,G,5,Benoit Paire,24.6,Nick Kyrgios,18.7,2014
Australian Open,Hard,128,G,5,Roberto Bautista Agut,25.7,Juan Martin del Potro,25.3,2014
Australian Open,Hard,128,G,5,Andy Murray,26.6,Vincent Millot,27.9,2014
Australian Open,Hard,128,G,5,Feliciano Lopez,32.3,Michael Berrer,33.5,2014
Australian Open,Hard,128,G,5,Stephane Robert,33.6,Michal Przysiezny,29.9,2014
Australian Open,Hard,128,G,5,Martin Klizan,24.5,Blaz Rola,23.2,2014
Australian Open,Hard,128,G,5,Jo-Wilfried Tsonga,28.7,Thomaz Bellucci,26.0,2014
Australian Open,Hard,128,G,5,Gilles Simon,29.0,Marin Cilic,25.2,2014
Australian Open,Hard,128,G,5,Teymuraz Gabashvili,28.6,Fernando Verdasco,30.1,2014
Australian Open,Hard,128,G,5,Roger Federer,32.4,Blaz Kavcic,26.8,2014
Australian Open,Hard,128,G,5,Tomas Berdych,28.3,Kenny De Schepper,26.6,2014
Australian Open,Hard,128,G,5,Damir Dzumhur,21.6,Ivan Dodig,29.0,2014
Australian Open,Hard,128,G,5,Kevin Anderson,27.6,Dominic Thiem,20.3,2014
Australian Open,Hard,128,G,5,Edouard Roger Vasselin,30.1,Guillermo Garcia Lopez,30.6,2014
Australian Open,Hard,128,G,5,Florian Mayer,30.2,Mikhail Youzhny,31.5,2014
Australian Open,Hard,128,G,5,Jerzy Janowicz,23.1,Pablo Andujar,27.9,2014
Australian Open,Hard,128,G,5,Jeremy Chardy,26.9,Alexandr Dolgopolov,25.1,2014
Australian Open,Hard,128,G,5,David Ferrer,31.7,Adrian Mannarino,25.5,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Alejandro Falla,30.1,2014
Australian Open,Hard,128,G,5,Vasek Pospisil,23.5,Matthew Ebden,26.1,2014
Australian Open,Hard,128,G,5,Tommy Robredo,31.7,Julien Benneteau,32.0,2014
Australian Open,Hard,128,G,5,Richard Gasquet,27.5,Nikolay Davydenko,32.6,2014
Australian Open,Hard,128,G,5,Fabio Fognini,26.6,Jarkko Nieminen,32.4,2014
Australian Open,Hard,128,G,5,Sam Querrey,26.2,Ernests Gulbis,25.3,2014
Australian Open,Hard,128,G,5,Denis Istomin,27.3,Dmitry Tursunov,31.0,2014
Australian Open,Hard,128,G,5,Novak Djokovic,26.6,Leonardo Mayer,26.6,2014
Australian Open,Hard,128,G,5,Rafael Nadal,27.6,Gael Monfils,27.3,2014
Australian Open,Hard,128,G,5,Kei Nishikori,24.0,Donald Young,24.4,2014
Australian Open,Hard,128,G,5,Grigor Dimitrov,22.6,Milos Raonic,23.0,2014
Australian Open,Hard,128,G,5,Roberto Bautista Agut,25.7,Benoit Paire,24.6,2014
Australian Open,Hard,128,G,5,Andy Murray,26.6,Feliciano Lopez,32.3,2014
Australian Open,Hard,128,G,5,Stephane Robert,33.6,Martin Klizan,24.5,2014
Australian Open,Hard,128,G,5,Jo-Wilfried Tsonga,28.7,Gilles Simon,29.0,2014
Australian Open,Hard,128,G,5,Roger Federer,32.4,Teymuraz Gabashvili,28.6,2014
Australian Open,Hard,128,G,5,Tomas Berdych,28.3,Damir Dzumhur,21.6,2014
Australian Open,Hard,128,G,5,Kevin Anderson,27.6,Edouard Roger Vasselin,30.1,2014
Australian Open,Hard,128,G,5,Florian Mayer,30.2,Jerzy Janowicz,23.1,2014
Australian Open,Hard,128,G,5,David Ferrer,31.7,Jeremy Chardy,26.9,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Vasek Pospisil,23.5,2014
Australian Open,Hard,128,G,5,Tommy Robredo,31.7,Richard Gasquet,27.5,2014
Australian Open,Hard,128,G,5,Fabio Fognini,26.6,Sam Querrey,26.2,2014
Australian Open,Hard,128,G,5,Novak Djokovic,26.6,Denis Istomin,27.3,2014
Australian Open,Hard,128,G,5,Rafael Nadal,27.6,Kei Nishikori,24.0,2014
Australian Open,Hard,128,G,5,Grigor Dimitrov,22.6,Roberto Bautista Agut,25.7,2014
Australian Open,Hard,128,G,5,Andy Murray,26.6,Stephane Robert,33.6,2014
Australian Open,Hard,128,G,5,Roger Federer,32.4,Jo-Wilfried Tsonga,28.7,2014
Australian Open,Hard,128,G,5,Tomas Berdych,28.3,Kevin Anderson,27.6,2014
Australian Open,Hard,128,G,5,David Ferrer,31.7,Florian Mayer,30.2,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Tommy Robredo,31.7,2014
Australian Open,Hard,128,G,5,Novak Djokovic,26.6,Fabio Fognini,26.6,2014
Australian Open,Hard,128,G,5,Rafael Nadal,27.6,Grigor Dimitrov,22.6,2014
Australian Open,Hard,128,G,5,Roger Federer,32.4,Andy Murray,26.6,2014
Australian Open,Hard,128,G,5,Tomas Berdych,28.3,David Ferrer,31.7,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Novak Djokovic,26.6,2014
Australian Open,Hard,128,G,5,Rafael Nadal,27.6,Roger Federer,32.4,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Tomas Berdych,28.3,2014
Australian Open,Hard,128,G,5,Stan Wawrinka,28.7,Rafael Nadal,27.6,2014
Davis Cup G1 R1: CHN vs NZL,Hard,4,D,5,Di Wu,22.3,Michael Venus,26.2,2014
Davis Cup G1 R1: CHN vs NZL,Hard,4,D,5,Ze Zhang,23.5,Jose Rubin Statham,26.7,2014
Davis Cup G1 R1: CHN vs NZL,Hard,4,D,5,Di Wu,22.3,Jose Rubin Statham,26.7,2014
Davis Cup G1 R1: DOM vs URU,Hard,4,D,5,Jose Hernandez,23.8,Martin Cuevas,22.0,2014
Davis Cup G1 R1: DOM vs URU,Hard,4,D,5,Victor Estrella,33.4,Ariel Behar,24.2,2014
Davis Cup G1 R1: DOM vs URU,Hard,4,D,3,Jose Olivares,17.0,Rodrigo Senattore,19.9,2014
Davis Cup G1 R1: DOM vs URU,Hard,4,D,3,Santiago Maresca,19.3,William Kirkman,16.1,2014
Davis Cup G1 R1: ECU vs VEN,Clay,4,D,5,Julio Cesar Campozano,27.9,David Souto,21.8,2014
Davis Cup G1 R1: ECU vs VEN,Clay,4,D,5,Emilio Gomez,22.1,Ricardo Rodriguez,20.7,2014
Davis Cup G1 R1: ECU vs VEN,Clay,4,D,5,Emilio Gomez,22.1,David Souto,21.8,2014
Davis Cup G1 R1: ECU vs VEN,Clay,4,D,3,Ricardo Rodriguez,20.7,Gonzalo Escobar,25.0,2014
Davis Cup G1 R1: IND vs TPE,Hard,4,D,5,Yuki Bhambri,21.5,Tsung Hua Yang,22.8,2014
Davis Cup G1 R1: IND vs TPE,Hard,4,D,5,Somdev Devvarman,28.9,Ti Chen,30.3,2014
Davis Cup G1 R1: IND vs TPE,Hard,4,D,3,Saketh Myneni,26.2,Tsung Hua Yang,22.8,2014
Davis Cup G1 R1: IND vs TPE,Hard,4,D,3,Yuki Bhambri,21.5,Hsien Yin Peng,24.0,2014
Davis Cup G1 R1: RUS vs POL,Hard,4,D,5,Jerzy Janowicz,23.2,Karen Khachanov,17.6,2014
Davis Cup G1 R1: RUS vs POL,Hard,4,D,5,Dmitry Tursunov,31.1,Michal Przysiezny,29.9,2014
Davis Cup G1 R1: RUS vs POL,Hard,4,D,5,Jerzy Janowicz,23.2,Dmitry Tursunov,31.1,2014
Davis Cup G1 R1: RUS vs POL,Hard,4,D,3,Teymuraz Gabashvili,28.6,Michal Przysiezny,29.9,2014
Davis Cup G1 R1: SLO vs POR,Hard,4,D,5,Joao Sousa,24.8,Janez Semrajc,24.5,2014
Davis Cup G1 R1: SLO vs POR,Hard,4,D,5,Blaz Kavcic,26.8,Gastao Elias,23.1,2014
Davis Cup G1 R1: SLO vs POR,Hard,4,D,5,Blaz Kavcic,26.8,Joao Sousa,24.8,2014
Davis Cup G1 R1: SLO vs POR,Hard,4,D,5,Frederico Ferreira Silva,18.8,Mike Urbanija,24.0,2014
Davis Cup G1 R1: SVK vs LAT,Hard,4,D,5,Lukas Lacko,26.2,Martins Podzus,19.5,2014
Davis Cup G1 R1: SVK vs LAT,Hard,4,D,5,Martin Klizan,24.5,Andis Juska,28.6,2014
Davis Cup G1 R1: SVK vs LAT,Hard,4,D,3,Andrej Martin,24.3,Janis Podzus,19.5,2014
Davis Cup G1 R1: SVK vs LAT,Hard,4,D,3,Martin Klizan,24.5,Arturs Lazdins,16.8,2014
Davis Cup G1 R1: UKR vs ROU,Hard,4,D,5,Sergiy Stakhovsky,28.0,Adrian Ungur,29.0,2014
Davis Cup G1 R1: UKR vs ROU,Hard,4,D,5,Illya Marchenko,26.3,Victor Hanescu,32.5,2014
Davis Cup G1 R1: UKR vs ROU,Hard,4,D,5,Sergiy Stakhovsky,28.0,Victor Hanescu,32.5,2014
