Player_Name,Hard_ELO,Clay_ELO,Grass_ELO,Player_age
Andrea Basso,1497.2557801060107,1496.5697251325132,1497.2557801060107,29.5
Ivan Dodig,1461.214041663075,1470.1305561042948,1467.9925315647483,38.5
Jason Jung,1434.6701722252026,1442.50030276275,1445.5828028669025,34.1
Digvijaypratap Singh,1500.0,1500.0,1500.0,23.2
J J Wolf,1614.18275481862,1593.329573493774,1592.2277014721747,24.2
Cristian Rodriguez,1501.115650800742,1500.8925206405938,1500.8925206405938,32.6
Zachary Svajda,1475.4264402504168,1480.3411522003335,1480.3411522003335,20.6
Ricardo Ojeda Lara,1501.548254998281,1499.810628938561,1500.6039484163744,29.9
Donald Young,1465.2208881593585,1462.098257628543,1468.6290087229268,36.4
Sergiy Stakhovsky,1443.383872749172,1446.9110109562089,1450.6375783889594,37.0
Alex Diaz,1499.1632293646908,1499.3305834917528,1499.3305834917528,28.4
Jose Olivares,1498.2660562612152,1498.0523067018353,1498.3637168724667,29.0
Luca Van Assche,1489.465748123526,1491.572598498821,1491.572598498821,18.9
Vladyslav Orlov,1496.2666157053172,1497.0132925642538,1497.0132925642538,28.3
Simon Carr,1497.6802643345875,1498.1442114676702,1498.1442114676702,23.8
Dimitri Badra,1497.2218976541865,1497.7775181233492,1497.7775181233492,22.1
Evan King,1490.6684223597815,1492.5347378878253,1492.5347378878253,31.9
Kenny De Schepper,1464.3644129284337,1464.3406409317138,1467.3470796995357,37.3
Stephane Robert,1443.0199907467197,1446.769153057711,1448.929803951233,44.6
Tommy Haas,1465.8813609377808,1468.9740144098046,1468.95706374777,45.0
Adrian Menendez Maceiras,1475.5693754732276,1475.5796226140599,1477.7124262870736,37.4
Thiago Agustin Tirante,1491.563086298375,1489.453857872969,1491.563086298375,22.1
Aristotelis Thanos,1493.9442247893126,1496.5307462744938,1495.7666538061362,21.8
Alex Bogomolov Jr,1493.6306052319055,1494.4241431579298,1494.6909992843714,39.9
Rui Machado,1499.9463537608767,1499.579035206726,1499.7890617633793,39.0
Steven Diez,1459.4567691086327,1451.2603128931855,1460.3187031119191,35.0
Maxime Teixeira,1498.5444756142526,1498.1805945178157,1498.5444756142526,34.5
William Kirkman,1499.6639724363013,1499.731177949041,1499.731177949041,25.1
Rodrigo Pacheco Mendez,1484.590967454098,1487.6727739632784,1487.6727739632784,18.3
Pablo Nunez,1499.0940039642478,1499.2752031713983,1499.2752031713983,31.8
Victor Hanescu,1492.6097541460394,1493.576257324882,1492.757572773443,41.6
Carl Soderlund,1499.9948364742736,1499.9935455928419,1499.9948364742736,26.1
Julian Lenz,1492.5479538898326,1492.6729389948855,1493.4315079487635,30.5
Dineshkanthan Thangarajah,1498.9659593125832,1499.0097277007478,1499.1003053392583,32.1
Dusan Lajovic,1443.484265898228,1458.468948281244,1448.30029621053,32.7
Harold Mayot,1479.9545906123144,1478.1360236302337,1481.3736063300214,21.7
Duck Hee Lee,1500.3394469035993,1500.2715575228797,1500.2715575228797,25.2
Dimitar Kutrovsky,1500.5324697569329,1500.666164825815,1500.5327264812213,36.0
Rik De Voest,1499.9980423323948,1499.9984338659158,1499.9984338659158,42.8
Nicolas Alvarez Varona,1495.5860859726847,1491.7307178606682,1494.3630239259346,22.3
Filippo Volandri,1476.6153744863514,1474.2806151825562,1477.44057897178,43.6
Ivan Gakhov,1488.1357934207767,1485.169741775971,1488.1357934207767,26.4
Tim Van Rijthoven,1558.8193832454392,1568.9762847576596,1596.3772574592954,25.6
Martin Antonio Vergara Del Puerto,1499.4078752333414,1499.2598440416768,1499.4078752333414,20.3
Mohamed Safwat,1443.3272248955618,1455.0432631712185,1454.798801724848,32.9
Attila Balazs,1449.3752350892487,1464.8321673163261,1458.531960856516,37.5
Frances Tiafoe,1782.4221608167572,1706.6184207469096,1732.1548152377952,25.3
Kacper Zuk,1472.005971972832,1472.965241268643,1475.5427614406556,25.9
Felix Auger Aliassime,1856.7530658869337,1787.2041057619388,1806.2801211519024,22.6
Jan Satral,1497.897100354363,1497.4777014013457,1497.9443563358705,33.5
Dennis Novikov,1487.3106521463633,1489.1855714649141,1488.3568836496931,29.6
Puriwat Chatpatcharoen,1498.7753910601978,1499.0203128481583,1499.0203128481583,27.5
Ye Cong Mo,1500.0,1500.0,1500.0,23.2
Paolo Lorenzi,1424.189740082001,1418.2524644066536,1418.9442867949356,42.5
Jakub Mensik,1500.0,1500.0,1500.0,17.9
Hiroki Moriya,1487.2523487359342,1489.306787779405,1488.6879237677279,32.9
Patrick Kaukovalta,1500.0,1500.0,1500.0,24.9
Hugo Nys,1496.3332866794753,1497.0666293435802,1497.0666293435802,32.5
Rafael Arevalo,1497.6006065217643,1498.201455140343,1498.1342496276031,39.7
Alex Knaff,1498.4170381580866,1498.570464555023,1498.6611123169375,25.7
Kenneth Raisma,1498.786630220323,1499.0293041762586,1499.0293041762586,24.8
Cesar Cruz,1492.525700118586,1494.0205600948689,1494.0205600948689,16.9
Johannes Ingildsen,1497.4414560135522,1497.242712483731,1496.354647074843,26.1
Sebastian Arcila,1498.8828367708188,1499.1062694166549,1499.1062694166549,26.5
Gastao Elias,1447.6725492548883,1452.6425980808162,1451.880487099645,35.8
Lloyd Harris,1516.9170190633329,1481.8959719844522,1496.8307404781965,26.2
Jo-Wilfried Tsonga,1476.6472595396503,1457.0389422678613,1468.9758570212232,37.9
Luciano Darderi,1500.0,1500.0,1500.0,20.9
Viktor Troicki,1448.6758354935696,1453.6114811294085,1455.7370242153338,37.3
Nicholas David Ionel,1500.2605785877654,1500.3257232347069,1500.2605785877654,20.9
Mate Delic,1492.1187700827247,1491.907197365961,1492.9004299771939,30.4
Quentin Halys,1342.1400687768437,1356.9628923823464,1367.4043589693522,26.4
Tilen Zitnik,1498.3554116158498,1498.6843292926799,1498.6843292926799,31.7
Danilo Petrovic,1488.8494381364494,1490.2253817425612,1490.699919946227,32.2
Mubarak Shannan Zayid,1479.2273437263866,1483.3818749811091,1483.3818749811091,27.9
Aleksandr Nedovyesov,1474.1983330728888,1475.4482760153196,1475.557471917822,38.1
Simen Sunde Bratholm,1498.843418440011,1499.0747347520087,1499.0747347520087,24.9
Dane Sweeny,1500.4471704453458,1500.3577363562767,1500.3577363562767,22.6
Jean Jacques Rakotohasy,1501.1858236813475,1501.1113998937926,1501.0209882556178,28.4
Lucas Andriamasilalao,1499.1718316946376,1499.33746535571,1499.33746535571,25.6
Richard Gasquet,1655.9275279284936,1646.9804167217278,1646.4925282246354,36.8
Conor Gannon,1500.0,1500.0,1500.0,21.2
Philipp Oswald,1498.640459527905,1498.9123676223242,1498.9123676223242,37.6
Dmitrii Baskov,1499.5464060858133,1499.6371248686505,1499.6371248686505,28.5
Sheil Kotecha,1497.980870498002,1498.3846963984017,1498.3846963984017,22.9
Ayed Zatar,1496.9181294176544,1496.422829495005,1497.0404261834042,29.4
Andy Murray,1636.2094948950028,1649.943812824424,1646.01661849568,35.9
Joao Domingues,1497.611169003427,1497.4286392099386,1497.7954703170512,29.3
Yassine Idmbarek,1498.12990823361,1497.8726038491207,1498.223338703436,36.5
Michael Berrer,1477.2414679893684,1475.2282159716415,1477.322202155694,42.7
Lucky Candra Kurniawan,1496.3352264210973,1497.068181136878,1497.068181136878,19.7
Tim Smyczek,1433.791139380457,1440.9347669960373,1441.1537787750729,35.5
Patrick Ciorcila,1498.9167313089963,1498.6459141362454,1498.9167313089963,26.5
Adrian Ungur,1491.5472218721925,1489.735974768401,1491.681420729153,38.6
Alexandar Lazarov,1488.5649050787952,1492.243113187262,1491.47023034047,26.3
Adam Hornby,1498.1999020134847,1498.1200440869131,1498.3644204890657,27.6
Daniel Glancy,1498.0878949522707,1498.4703159618166,1498.4703159618166,34.2
Yoshihito Nishioka,1611.8687476282494,1584.7691797571078,1572.219906479402,27.5
Martin Klizan,1468.6297899561562,1487.2024735966245,1471.636110901765,34.6
Guido Andreozzi,1442.0515264450514,1437.062434047853,1440.982135994962,31.9
Jirat Navasirisomboon,1499.9554253628478,1498.8313003684405,1499.4607669916836,28.2
Herkko Pollanen,1499.6639724363013,1499.731177949041,1499.731177949041,28.5
Alexei Popyrin,1430.0454059907186,1422.5376327925103,1416.069937394011,23.6
Robert Farah,1499.731177949041,1499.6639724363013,1499.731177949041,36.1
Matteo Viola,1488.7115926618042,1489.8638581955427,1489.367674464094,36.1
Ben Shelton,1502.3698151735246,1501.8958521388197,1501.8958521388197,20.5
Jan Hernych,1495.7645679488103,1496.5007204752276,1496.3620531204522,44.9
Yong Kyu Lim,1500.782487976255,1500.6251774869795,1500.6241613694492,32.0
Maxim Dubarenco,1500.5374479003576,1500.6716636281371,1500.5373829015532,29.7
Brydan Klein,1482.8013452156895,1483.4716664583425,1480.0099043155813,33.0
Daniel Smethurst,1497.9149132951313,1497.9149132951313,1497.3936416189142,32.6
Beibit Zhukayev,1491.6659419255286,1493.3327535404228,1493.3327535404228,22.9
Mikael Torpegaard,1487.6211132544024,1489.5482291953265,1488.6441957647921,29.8
Hyeon Chung,1573.3384900049039,1564.5941037123353,1560.2165737588973,26.6
Lukas Hellum Lilleengen,1497.6543607753601,1498.1234886202883,1498.1234886202883,24.8
Duje Ajdukovic,1492.8238593679764,1491.0298242099705,1492.8238593679764,24.5
Max Purcell,1472.6770077300516,1474.041459493239,1479.5927632695104,24.9
Hsien Yin Peng,1498.839640999357,1499.0717127994856,1499.0717127994856,33.1
Patrik Niklas Salminen,1497.6334880327404,1498.8455531932132,1498.435129433757,27.5
Stylianos Christodoulou,1496.9994270101674,1496.2492837627094,1496.9994270101674,18.3
Eliot Spizzirri,1500.0,1500.0,1500.0,21.5
Mehluli Don Ayanda Sibanda,1492.7301237795423,1492.998100436377,1493.6569885404085,24.0
Tomas Barrios Vera,1431.0818620329187,1437.6686496673983,1437.5256229420766,25.1
Dustin Brown,1455.8131268582663,1459.336187728865,1465.4226682208152,40.4
Jan Mertl,1500.6259335740938,1500.5818682256856,1500.536800799902,41.5
Muhammad Shoaib,1494.0017745677317,1493.230160379727,1493.2738323976694,21.5
Aslan Karatsev,1460.1164756226435,1450.6702750586433,1453.2184931180911,29.6
Sergio Galdos,1500.0,1500.0,1500.0,33.0
Sandro Ehrat,1484.1231886602334,1480.6576640162557,1484.347045633995,34.2
Finn Reynolds,1498.0625292804473,1498.0625292804473,1497.578161600559,23.6
Jack Mingjie Lin,1494.0281718855827,1495.222537508466,1495.222537508466,23.8
Carlos Berlocq,1442.9115569939356,1441.7132933884754,1445.6507671546535,41.1
Ben Patael,1497.9247029058886,1497.609994027262,1498.015420859178,25.7
Bernabe Zapata Miralles,1484.456404328254,1509.9908613562816,1481.2503042599628,26.2
Alejandro Tabilo,1522.6563288978416,1543.4715692511904,1523.1206605834159,25.7
Marc Gicquel,1501.3313780961726,1501.065102476938,1501.065102476938,45.8
Dmitry Popko,1479.911430196078,1484.2807351150136,1484.0854068049296,30.8
Alexander Zgirovsky,1498.9871996813044,1498.7339996016306,1498.9871996813044,22.1
Edas Butvilas,1492.682676480567,1493.554442334453,1492.8148187719523,19.1
Kevin Anderson,1507.621223548735,1517.8817783053983,1538.4937496335601,37.1
Rodrigo Crespo Piedra,1497.940160783375,1498.3521286266998,1498.3521286266998,21.7
Benjamin Hassan,1506.2052822256726,1506.4652976965972,1505.6313688543423,28.6
Maxime Hamou,1491.1685186736097,1488.960648342012,1491.1685186736097,27.9
Stefanos Tsitsipas,1815.3777324415862,1845.1365830662792,1774.4009677099089,24.6
Abdulhamid Mubarak,1499.5105276541497,1499.3881595676871,1499.5105276541497,28.8
Franco Roncadelli,1487.574516994534,1490.0596135956273,1490.0596135956273,23.5
Michael Geerts,1491.6115648941359,1494.0734099731221,1493.6377666076703,29.7
Gonzalo Escobar,1496.6121041967108,1495.5600733131785,1496.5209677821729,34.1
Juan Pablo Ficovich,1499.517269245946,1499.3965865574326,1499.517269245946,26.0
Filippo Baldi,1486.709272321757,1483.3865904021961,1486.709272321757,27.2
Ainius Sabaliauskas,1502.5728700637012,1502.0582960509607,1502.0582960509607,20.1
Karim Alayli,1499.5459715330774,1499.6367772264618,1499.6367772264618,39.9
Abdulrahman Alawadhi,1499.5096635395198,1499.3870794243999,1499.5096635395198,31.0
Jarkko Nieminen,1487.0792358377446,1486.4109345419224,1487.9997726806444,41.6
Jose  Flores,1500.0,1500.0,1500.0,27.1
Hong Kit Jack Wong,1499.6627231762777,1499.730178541022,1499.730178541022,26.0
Jacob Rasolondrazana,1499.1968667464007,1499.1942390110935,1499.2849358922197,38.8
Jesse Huta Galung,1491.2573320305746,1492.8510430132721,1492.9468372904523,38.3
Andrej Nedic,1500.0,1500.0,1500.0,18.9
Albano Olivetti,1492.8933198024283,1492.3596244421592,1491.6597125536093,33.5
Ivo Karlovic,1443.8124301985576,1446.6419573488142,1453.178709614197,43.8
Samir Iftikhar,1499.7259815753166,1499.6599089356105,1499.727062449301,31.4
Phuong Van Nguyen,1498.3656044765485,1497.9570055956856,1498.3656044765485,22.0
Victor Estrella,1440.6393701741165,1452.6697061629966,1444.6451070021856,42.5
Noah Rubin,1449.119754433635,1451.8861533175648,1452.0157199090818,27.8
Sekou Bangoura,1496.4868323658877,1497.1894658927101,1497.1894658927101,31.7
Emil Ruusuvuori,1622.8511184990207,1573.0858888669745,1582.661951087213,24.0
Carlos Taberner,1420.6946129157145,1418.2556310666166,1422.3748579871094,26.5
Pruchya Isarow,1501.291251997339,1501.0330015978718,1501.0330015978718,27.9
Jurgen Zopp,1492.118476739355,1495.6175610731696,1493.8277738670977,35.4
Raymond Sarmiento,1494.5471608434436,1495.637728674755,1495.637728674755,31.0
Thien Nguyen Hoang,1498.3500309139101,1498.6800247311282,1498.6800247311282,28.8
Gabriel Diallo,1496.3949514192211,1497.115961135377,1497.115961135377,21.9
Phillip King,1499.9990262752212,1499.999221020177,1499.999221020177,41.3
Luke Saville,1480.3176577132974,1482.9711997383292,1481.3675416979431,38.7
Manuel Sanchez,1498.8824071525971,1498.7110792415951,1498.9304383974188,33.1
Tomas Berdych,1615.0533579743321,1597.8716307739367,1600.1494804906401,37.4
Jorge Aguilar,1500.604901613717,1500.6049146134817,1500.5376961009772,38.2
Juan Manuel Cerundolo,1482.7571389397294,1494.6155019116545,1489.9433959339483,21.3
Isaac Becroft,1497.5303162831344,1498.0242530265075,1498.0242530265075,22.8
Frederico Ferreira Silva,1470.1941743461696,1473.7498228723298,1475.0862209859997,28.8
Juan Sebastian Cabal,1498.9036297993841,1499.2439673607275,1499.1767098489386,37.2
Rafa Orantes,1499.546410233553,1499.6371281868423,1499.6371281868423,28.3
Elbert Sie,1499.6639724363013,1499.731177949041,1499.731177949041,35.3
Minhtuan Pham,1498.7818723587454,1499.0254978869964,1499.0254978869964,29.3
Adolfo Daniel Vallejo,1499.834900038504,1499.7936250481303,1499.834900038504,20.3
Luca Vanni,1462.8052352574273,1465.8115998795097,1467.1886661978097,40.6
Tom Kocevar Desman,1500.197616332381,1501.157866992211,1500.602437033152,33.1
Kuan Yi Lee,1499.2758142427951,1499.420651394236,1499.420651394236,28.3
Brandon Nakashima,1705.8123245825932,1684.0297934329353,1688.6286817360756,21.6
Illya Marchenko,1465.3320078405511,1462.27877100346,1458.559612840585,37.9
Rudolfs Mednis,1497.4987791970646,1497.9990233576518,1497.9990233576518,25.0
David Vega Hernandez,1498.4435222555492,1498.0544028194365,1498.4435222555492,28.8
Rafael Eduardo Gonzalez Retana,1498.8813195969792,1499.1050556775833,1499.1050556775833,23.0
Paul Henri Mathieu,1451.205524262385,1457.0787388705107,1456.5085136913929,41.2
Matthew Foster Estwick,1495.4623498467024,1496.3698798773619,1496.3698798773619,26.0
Wojciech Marek,1497.2790840875002,1497.82326727,1497.82326727,21.7
Jimmy Wang,1495.4859869354584,1496.6116435039908,1496.8902109485205,38.5
Marius Copil,1443.3180291614283,1428.8349601999537,1436.9707779543116,33.9
Alessandro Bega,1496.4427900292264,1497.1542320233812,1497.1542320233812,32.5
Juan Monaco,1500.8003264382487,1506.0929645852245,1502.6212797293242,40.0
Joao Pedro Sorgi,1498.760684380598,1499.0085475044782,1499.0085475044782,29.4
Luis Diego Chavez Villalpando,1500.896328393705,1501.1204104921312,1500.896328393705,27.2
Geoffrey Blancaneaux,1450.673435325691,1452.826027717152,1457.1108724634857,24.4
Tigre Hank,1492.1520804880417,1493.396253821584,1493.5770374709448,33.3
Zdenek Kolar,1492.3837293976694,1495.8216698681163,1487.0417212766404,26.6
John Isner,1640.861342234815,1651.0356695386424,1644.8073850353155,37.8
Gianluigi Quinzi,1494.955198540536,1495.8147489599764,1495.8977544446723,27.1
Marko Tepavac,1496.4746583962328,1497.1797267169864,1497.1797267169864,28.8
Antoine Hoang,1454.3444844728233,1466.2938113155153,1466.7460837308925,27.8
Marin Draganja,1499.4358613688007,1499.5486890950406,1499.5486890950406,32.3
Dawood Sayed Hashim,1499.6372145928972,1499.5465182411215,1499.6372145928972,26.6
Rodrigo Senattore,1500.0000028640466,1500.0000022912373,1500.0000022912373,29.6
Bor Artnak,1502.5304700133188,1503.1630875166484,1502.5304700133188,20.2
Alejandro Mendoza,1499.1090480367973,1498.8863100459967,1499.1090480367973,32.9
Guido Pella,1463.5763075366217,1478.1772668826802,1472.5346641115354,32.8
David Guez,1491.7814292175756,1493.4251433740606,1493.4251433740606,40.1
Cristian Garin,1583.5868077412786,1640.2133617588322,1622.11587643522,26.8
Jerome Kym,1502.7440581804701,1502.195246544376,1502.195246544376,20.5
Antoine Bellier,1530.7474925169543,1528.8321041544978,1538.2702287304473,27.3
Daniel Michalski,1501.115650800742,1500.8925206405938,1500.8925206405938,27.9
Ismael Changawa Ruwa Mzai,1497.9479585775898,1498.3583668620718,1498.3583668620718,26.6
Edgars Manusis,1497.191052215555,1497.7528417724438,1497.7528417724438,36.5
Ayoub Chakrouni,1500.268822050959,1500.3360275636987,1500.268822050959,31.8
Jozef Kovalik,1419.1295791905043,1428.8223936254874,1427.1825569705054,30.4
Botic Van De Zandschulp,1654.4884379236426,1654.6021348562963,1650.7052573466617,27.5
Denis Shapovalov,1708.1397422354016,1650.5885685238281,1661.1168930611636,24.0
Denis Yevseyev,1500.0,1500.0,1500.0,30.3
Jose Rubin Statham,1489.4623080354834,1490.7445901045576,1489.7130196997705,37.3
Andrew Whittington,1495.828109899447,1495.541114274291,1494.1393972177073,29.4
Philip Sekulic,1500.0,1500.0,1500.0,20.0
Elliot Benchetrit,1453.0533631398114,1454.8557980662406,1459.070738313801,28.5
Cayetano March,1497.9677380249984,1498.3741904199987,1498.3741904199987,25.6
Mikhail Kukushkin,1373.031172416528,1367.936680386132,1385.677490693344,35.7
Roman Hassanov,1498.884349199258,1499.1074793594062,1499.1074793594062,26.3
Henrique Rocha,1500.0,1500.0,1500.0,18.9
Treat Conrad Huey,1500.6981897484404,1500.7213785345762,1500.6309192368963,37.5
Yasutaka Uchiyama,1393.9897907510651,1397.0283960704598,1396.611361178972,32.1
Hernando Jose Escurra Isnardi,1501.5854247311133,1502.2575948974525,1501.708008723807,25.7
Cesar Ramirez,1499.6639724363013,1499.731177949041,1499.731177949041,33.1
Wai Yu Kai,1496.4318096357506,1497.1454477086006,1497.1454477086006,21.9
Oriol Roca Batalla,1499.9573030411439,1499.9466288014298,1499.9573030411439,35.0
Sho Shimabukuro,1483.508141738725,1486.80651339098,1486.80651339098,26.2
Emil Reinberg,1494.692709745305,1495.754167796244,1495.754167796244,26.2
Ruan Roelofse,1498.4674206232758,1498.7739364986205,1498.7739364986205,33.8
Yan Bai,1490.4312004655135,1492.3449603724107,1492.3449603724107,38.3
Adrien Bossel,1496.7664294208807,1496.8798588792847,1496.63753093292,36.0
Ching Lam,1497.9822956431283,1498.3858365145027,1498.3858365145027,23.4
Miomir Kecmanovic,1682.5122356911777,1662.9754361196751,1654.6312044891065,23.6
Illia Biloborodko,1495.952508349412,1496.4627532265438,1496.6290051448693,22.3
Hasan Ibrahim,1498.4061756211884,1498.0077195264855,1498.4061756211884,27.5
Rafael Nadal,1954.171056303202,1997.2007786563458,1923.9406180107414,36.6
Federico Delbonis,1379.2502011437327,1459.3324066307532,1404.6625163827755,32.3
Kristjan Tamm,1500.7784455277824,1499.1603891878397,1499.9728154291654,27.2
Ali Ghareeb,1499.1748395843538,1499.1199081314164,1499.242110095898,36.9
Denis Istomin,1412.5341648229946,1417.7123301135557,1421.3724904676096,36.4
Nour Nehme,1499.545971108782,1499.6367768870257,1499.6367768870257,25.6
Otto Virtanen,1498.209486363569,1498.5467264469025,1498.5583168046544,22.2
Anil Yuksel,1496.0475274110333,1496.5371152207265,1496.7042856141154,32.8
Aqeel Khan,1502.7193592326842,1502.2039622149903,1502.6487262024218,43.6
Alex Molcan,1560.9236750669393,1608.7057373216956,1576.0484758587897,25.3
Philip Davydenko,1500.0078194654288,1500.009774331786,1500.0078194654288,30.8
Fritz Wolmarans,1500.43657802969,1500.349262423752,1500.349262423752,36.9
Hei Yin Andrew Li,1499.1720551324913,1499.337644105993,1499.337644105993,25.8
Marcus Daniell,1499.530298800334,1499.6242390402672,1499.6242390402672,33.6
Kiranpal Pannu,1493.8225817860991,1495.0580654288792,1495.0580654288792,26.0
Sam Querrey,1408.7347512917743,1428.1596586638232,1465.9501429275213,35.4
Robin Haase,1441.7985819116784,1444.9103457821946,1448.4761783014096,35.7
Yannick Hanfmann,1494.7644235380303,1514.4574927379463,1495.409687937407,31.4
Daniel Masur,1474.9133869105262,1474.2697453849235,1471.6739170191493,31.6
Muzammil Murtaza,1491.2628391033622,1489.8487283918384,1490.492659590727,23.8
Tomislav Ternar,1498.56362819579,1498.8509025566318,1498.8509025566318,32.5
Matheus Pucinelli De Almeida,1501.1443321481108,1501.4304151851386,1501.1443321481108,21.8
Ricardas Berankis,1529.5610989154811,1507.8589474358955,1515.2742817677365,33.9
Yuttana Charoenphon,1503.7009631511942,1502.9607705209553,1502.9607705209553,23.0
Wishaya Trongcharoenchaikul,1501.025114014414,1502.3968592737258,1501.5218706065373,29.4
Malek Jaziri,1414.592561217225,1422.0757434657987,1414.821368008052,40.1
Daniel Altmaier,1365.5997497410756,1382.5063569162353,1384.1694377341744,24.6
Isak Arvidsson,1496.7147951015668,1496.4598267719593,1496.966498610456,30.4
Hamad Medjedovic,1468.9770363521948,1467.464337601361,1471.7517217571358,20.1
Germain Gigounon,1497.367301513042,1496.7091268913027,1497.367301513042,34.0
Kevin Cheruiyot,1497.967151701297,1498.3737213610375,1498.3737213610375,25.0
Patrick Tierro,1498.7416040099174,1499.157211222182,1499.0661401031552,39.6
Jesse Flores,1495.7969711610617,1496.637576928849,1496.637576928849,27.9
Blaz Kavcic,1451.6835250045867,1456.8601523636428,1458.6074051992023,37.9
Thabo Ncube,1497.804753455624,1497.2559418195299,1497.804753455624,22.6
Gilles Muller,1510.0820311427274,1506.2275890060803,1521.2556207483374,40.3
Mikhail Ledovskikh,1498.539418264694,1498.1742728308675,1498.539418264694,36.7
Philip Henning,1501.191039429629,1499.5616424194775,1500.3345252662696,23.8
David Szintai,1498.677808323794,1498.9422466590352,1498.9422466590352,25.6
Victor Baluda,1498.631989104778,1498.9055912838223,1498.9055912838223,31.0
Christophe Tholl,1497.0617520868675,1497.5284317465623,1497.595637259302,28.1
Anthony Susanto,1498.2237025121321,1498.280713294876,1498.446407025337,25.6
Nicola Kuhn,1456.1958341251022,1454.64635924253,1450.8672187517184,24.3
Christian Sigsgaard,1492.4955392973504,1493.27543624457,1492.3741922529323,27.4
Rohan Bopanna,1500.489825713012,1500.489825713012,1500.6122821412648,43.3
Brayden Schnur,1422.1060056150063,1432.9142315699717,1426.95101541743,30.5
Pedro Martinez,1450.690748026762,1463.5949631200199,1458.7341638244295,25.9
Miguel Angel Este,1500.250991702,1500.037925643939,1500.1284077093062,24.3
Amr Elsayed Abdou Ahmed Mohamed,1497.5336156855499,1499.3771503938642,1498.6270071464062,25.5
Trent Bryde,1489.1239066707246,1491.2991253365797,1491.2991253365797,23.9
Danai Udomchoke,1499.7642662507099,1499.811413000568,1499.811413000568,42.5
Mantas Bugailiskis,1500.3357000553326,1500.268560044266,1500.268560044266,26.7
Hamid Reza Nadaf,1500.8267090027832,1500.6613672022268,1500.6613672022268,30.1
Ergi Kirkin,1494.5914976340953,1494.6138474282557,1493.2896590794799,24.6
Nikola Milojevic,1474.8094565987715,1478.820230632461,1479.3909721027699,27.6
Jan Choinski,1497.9520950331832,1497.9520950331832,1497.440118791479,27.0
Rayane Roumane,1494.1172271769915,1495.2937817415932,1495.2937817415932,23.0
Nikoloz Basilashvili,1454.1035876145697,1458.8410975751347,1467.9115921286273,30.9
Ji Sung Nam,1466.9416487804447,1474.003952805274,1474.5672450314216,31.1
Marcel Granollers,1437.8891468252727,1452.6601457537186,1457.2417678882885,37.0
Christopher Oconnell,1461.0993538504297,1449.3063117265879,1454.4094732990554,28.8
Mohd Assri Merzuki,1500.0002045562073,1500.0001636449658,1500.0001636449658,28.1
Jenson Brooksby,1618.6716014093176,1566.558485395108,1584.4231190259286,22.2
Steve Darcis,1465.1914708069767,1464.0455457606945,1465.841029580897,38.8
Alexandre Sidorenko,1498.0387374626666,1498.4309899701332,1498.4309899701332,35.5
Edouard Roger Vasselin,1481.4675586756805,1480.313863638191,1484.117357392972,39.3
Vitaliy Sachko,1483.9466747692748,1481.4921790936507,1484.6394906057446,25.8
Hubert Hurkacz,1733.2928952833374,1687.5395227229533,1712.4830183177053,26.1
Jason Kubler,1535.1203039995562,1549.4191412603775,1565.322668764541,29.9
Andreas Beck,1490.273878284178,1489.927690811246,1491.200697375744,37.2
Mohammad Ghareeb,1501.7556859313872,1501.6724697030659,1501.5236247264236,42.5
Florin Mergea,1499.5464022897586,1499.6371218318068,1499.6371218318068,38.4
Valentin Vacherot,1500.1445119075513,1500.115609526041,1500.115609526041,25.3
Roey Tabet,1497.804753455624,1497.2559418195299,1497.804753455624,21.7
Sasi Kumar Mukund,1490.7073792858516,1492.5659034286814,1492.5659034286814,25.9
Pak Long Yeung,1496.441110066367,1497.1528880530934,1497.1528880530934,28.0
Cem Ilkel,1418.7664429739227,1425.6276513049334,1426.921593591621,28.2
Filip Horansky,1466.8035989297623,1459.7713095197955,1466.0610423533794,30.1
James Ward,1441.0247196358307,1442.9442393515194,1434.4531298451363,42.3
Michael Llodra,1495.2541671784836,1495.2504669431664,1495.7798373874002,42.9
Skander Mansouri,1494.6257443772258,1495.7005955017808,1495.7005955017808,28.0
Julian Reister,1487.3919431068407,1486.0234914648331,1488.2226356783644,37.3
Alex Llompart,1500.4527559737642,1500.3622047790113,1500.3622047790113,32.8
Seanon Williams,1497.82774311827,1497.7459465416534,1498.0327509599663,34.9
Moez Echargui,1498.8843025180304,1499.1074420144241,1499.1074420144241,30.0
Facundo Bagnis,1420.0267503641173,1434.0155736914937,1416.5758264801264,33.0
Sherif Sabry,1499.6636474422792,1499.7309179538233,1499.7309179538233,36.4
Marco Chiudinelli,1479.0347193937575,1480.1466546173683,1481.6482911284718,42.0
Filip Misolic,1524.042608571618,1536.2285628578343,1526.787187301979,22.1
Hugo Dellien,1426.3343909801688,1431.6131271105983,1429.1394535004017,29.7
Manuel Castellanos,1499.5088880579485,1499.3861100724357,1499.5088880579485,26.5
Daniil Glinka,1499.1721882683314,1499.3377506146653,1499.3377506146653,24.3
Nathan Pasha,1498.6138525363035,1498.8910820290428,1498.8910820290428,31.0
Alexander Zverev,1891.4220452278234,1891.709279885761,1839.034444506064,26.0
Arthur Cazaux,1479.5851451430117,1474.4814314287646,1479.5851451430117,22.7
Alexis Klegou,1496.2523606676398,1497.001888534112,1497.001888534112,34.0
Gabriel Donev,1498.494028940439,1498.7952231523511,1498.7952231523511,27.1
Aleksandre Metreveli,1453.8881705288911,1463.1448035310902,1463.1257662488806,31.3
